start,end,fraction,bias,mae,mse
0.0,1000.0,1.0,-0.010708883339085564,0.20047211080180766,1.505479772467233
0.0,0.1,0.9377240667605253,0.08053155517477285,0.08067438088724938,0.09127583482938068
0.1,1.0,0.028876932716950583,0.30374648418009803,0.6205542633658632,1.0013155973989245
1.0,10.0,0.030927669827570427,-1.7338939380749898,2.1164639166071506,8.157295549521807
10.0,1000.0,0.0024713306949536136,-16.740466340045856,16.770236954622042,460.7587164207459
